Airport Code;Airport Name;City Name;Country Name;Country Code;Latitude;Longitude;World Area Code;City Name geo_name_id;Country Name geo_name_id;coordinates
PKA;SPB;Napaskiak;United States;US;60.7;-161.7;67;\N;6252001;60.7, -161.7
BZS;Buzzards Pt S;Washington;United States;US;49.0;-72.5;67;5549222;6252001;49.0, -72.5
OTO;Vor;Otto;United States;US;35.072222;-105.935556;67;\N;6252001;35.072222, -105.935556
SKW;Intermediate;Skwentna;United States;US;61.95;-151.2;67;\N;6252001;61.95, -151.2
OVE;Oroville;Oroville;United States;US;39.483333;-121.633333;67;5805838;6252001;39.483333, -121.633333
TRH;Trona;Trona;United States;US;35.8125;-117.327222;67;\N;6252001;35.8125, -117.327222
PTU;Platinum;Platinum;United States;US;59.016667;-161.816667;67;\N;6252001;59.016667, -161.816667
TTD;Troutdale;Troutdale;United States;US;54.083333;-1.166667;67;5757477;6252001;54.083333, -1.166667
LFN;Franklin;Louisburg;United States;US;36.1;-78.3;67;4477296;6252001;36.1, -78.3
HII;Municipal;Lake Havasu City;United States;US;34.568333;-114.355278;67;5301388;6252001;34.568333, -114.355278
DNV;Vermilion County;Danville, IL;United States;US;40.199722;-87.595556;67;5341531;6252001;40.199722, -87.595556
CTX;Cortland;Cortland;United States;US;36.5;33.616667;67;5151174;6252001;36.5, 33.616667
NHX;Barin Olf Osn;Foley;United States;US;30.416667;-87.683333;67;5027025;6252001;30.416667, -87.683333
NBU;NAS;Glenview;United States;US;-32.683333;151.633333;67;4893886;6252001;-32.683333, 151.633333
GFL;Warren County;Glens Falls;United States;US;43.35;-73.616667;67;5118693;6252001;43.35, -73.616667
OAJ;Albert J Ellis;Jacksonville;United States;US;34.716667;-77.416667;67;5733409;6252001;34.716667, -77.416667
VIH;Rolla National;Vichy;United States;US;38.316667;-90.833333;67;\N;6252001;38.316667, -90.833333
JAN;Jackson-evers;Jackson;United States;US;32.311111;-90.075833;67;5828648;6252001;32.311111, -90.075833
LWT;Municipal;Lewistown;United States;US;47.05;-109.466667;67;5662162;6252001;47.05, -109.466667
PYL;Perry SPB;Perry Island;United States;US;60.683333;-147.916667;67;\N;6252001;60.683333, -147.916667
JKV;Cherokee County;Jacksonville, TX;United States;US;31.869444;-95.2175;67;5733409;6252001;31.869444, -95.2175
SAS;Salton City;Salton City;United States;US;33.316667;-115.983333;67;5391503;6252001;33.316667, -115.983333
BDG;Blanding;Blanding;United States;US;37.583333;-109.483333;67;5535484;6252001;37.583333, -109.483333
ESF;Esler Field;Alexandria;United States;US;31.4;-92.3;67;5082573;6252001;31.4, -92.3
LNI;Dew Station;Lonely;United States;US;70.916667;-153.25;67;\N;6252001;70.916667, -153.25
LEE;Leesburg;Leesburg;United States;US;28.833333;-81.816667;67;4769125;6252001;28.833333, -81.816667
PTT;Pratt;Pratt;United States;US;37.7;-98.75;67;4277752;6252001;37.7, -98.75
PJS;Port San Juan;Port San Juan;United States;US;60.05;-148.066667;67;\N;6252001;60.05, -148.066667
MUV;Mustin Alf;Philadelphia;United States;US;29.483333;31.066667;67;5131095;6252001;29.483333, 31.066667
JLB;Heliport;Long Beach;United States;US;-53.2;73.483333;67;5801520;6252001;-53.2, 73.483333
AUZ;Municipal Airport;Aurora;United States;US;41.766667;-88.316667;67;5412347;6252001;41.766667, -88.316667
AOH;Allen County;Lima;United States;US;40.716667;-84.033333;67;5160783;6252001;40.716667, -84.033333
EWN;Simmons Nott;New Bern;United States;US;35.066667;-77.05;67;4481682;6252001;35.066667, -77.05
LAM;Los Alamos;Los Alamos;United States;US;35.883333;-106.316667;67;5476825;6252001;35.883333, -106.316667
HLM;Park Township;Holland;United States;US;42.783333;-86.116667;67;5157759;6252001;42.783333, -86.116667
SWF;Stewart;Newburgh;United States;US;41.5;-74.016667;67;5128654;6252001;41.5, -74.016667
CIU;Chippewa County;Sault Ste Marie;United States;US;46.25;-84.466667;67;\N;6252001;46.25, -84.466667
LNR;Tri County;Lone Rock;United States;US;43.183333;-90.2;67;\N;6252001;43.183333, -90.2
SDM;Brown Field Municipal;San Diego;United States;US;32.572222;-116.98;67;5391811;6252001;32.572222, -116.98
ZBP;Baltimore Rail;Baltimore;United States;US;4.666667;-74.516667;67;4505716;6252001;4.666667, -74.516667
CMH;Port Columbus Intl;Columbus;United States;US;40.0;-82.883333;67;5645893;6252001;40.0, -82.883333
GAI;Montgomery County;Gaithersburg;United States;US;39.168333;-77.166111;67;4355843;6252001;39.168333, -77.166111
QWG;Wilgrove Air Park;Charlotte, NC;United States;US;35.213889;-80.67;67;4988584;6252001;35.213889, -80.67
RCK;Coffield;Rockdale;United States;US;30.65;-97.0;67;4907953;6252001;30.65, -97.0
FSU;Fort Sumner;Fort Sumner;United States;US;34.466667;-104.25;67;5468133;6252001;34.466667, -104.25
HKY;Hickory;Hickory;United States;US;35.733333;-81.383333;67;4470778;6252001;35.733333, -81.383333
PVC;Provincetown;Provincetown;United States;US;42.066667;-70.216667;67;4948087;6252001;42.066667, -70.216667
MMN;Minute Man Airfield;Stow;United States;US;42.433333;-71.502778;67;5173171;6252001;42.433333, -71.502778
MHS;Rep;Mount Shasta;United States;US;41.316667;-122.316667;67;5568295;6252001;41.316667, -122.316667
DVN;Davenport;Davenport;United States;US;-24.233333;141.066667;67;5791805;6252001;-24.233333, 141.066667
JHW;Jamestown;Jamestown;United States;US;42.15;-79.25;67;5360382;6252001;42.15, -79.25
CON;Concord;Concord;United States;US;6.683333;-57.9;67;5339111;6252001;6.683333, -57.9
GLW;Municipal;Glasgow;United States;US;37.033333;-85.95;67;5654320;6252001;37.033333, -85.95
IGM;Kingman;Kingman;United States;US;35.25;-113.933333;67;5301067;6252001;35.25, -113.933333
TCC;Tucumcari;Tucumcari;United States;US;-5.6;-42.65;67;5495360;6252001;-5.6, -42.65
NDV;USN Heliport;Anacostia;United States;US;12.15;36.366667;67;\N;6252001;12.15, 36.366667
GBH;Galbraith Lake;Galbraith Lake;United States;US;68.466667;-149.483333;67;\N;6252001;68.466667, -149.483333
VLO;Stolport;Vallejo;United States;US;38.116667;-122.233333;67;5405380;6252001;38.116667, -122.233333
CVO;Albany;Albany;United States;US;44.5;-123.283333;67;5710756;6252001;44.5, -123.283333
CBE;Wiley Ford;Cumberland;United States;US;39.6;-78.766667;67;5249896;6252001;39.6, -78.766667
CLI;Clintonville;Clintonville;United States;US;43.6;-81.533333;67;5248985;6252001;43.6, -81.533333
CIV;Chomley;Chomley;United States;US;55.216667;-132.216667;67;\N;6252001;55.216667, -132.216667
PIB;Hattiesburg-Laurel Regional;Hattiesburg/Laurel, MS;United States;US;31.467222;-89.336944;67;4429295;6252001;31.467222, -89.336944
ONT;Ontario International;Ontario;United States;US;34.056111;-117.601111;67;5744166;6252001;34.056111, -117.601111
HDH;Dillingham Airfield;Oahu;United States;US;3.866667;154.983333;67;\N;6252001;3.866667, 154.983333
NGC;North Rim;Grand Canyon;United States;US;36.183333;-112.133333;67;\N;6252001;36.183333, -112.133333
OTS;Anacortes;Anacortes;United States;US;48.5;-122.616667;67;5785657;6252001;48.5, -122.616667
RBN;Fort Jefferson;Fort Jefferson;United States;US;19.833333;-72.5;67;\N;6252001;19.833333, -72.5
NRC;Aux Field;Crows Landing;United States;US;37.4;-121.066667;67;\N;6252001;37.4, -121.066667
RDM;Roberts Field;Redmond;United States;US;44.25;-121.15;67;5808079;6252001;44.25, -121.15
CPR;Natrona County International Airport;Casper, WY;United States;US;42.908056;-106.464444;67;5820705;6252001;42.908056, -106.464444
IML;Imperial;Imperial;United States;US;40.516667;-101.616667;67;5696354;6252001;40.516667, -101.616667
ATL;Hartsfield-jackson Atlanta International;Atlanta, GA;United States;US;33.636667;-84.428056;67;4883772;6252001;33.636667, -84.428056
KPY;Port Bailey SPB;Port Bailey;United States;US;57.93;-153.040556;67;\N;6252001;57.93, -153.040556
ERR;Errol;Errol;United States;US;44.7925;-71.164722;67;\N;6252001;44.7925, -71.164722
FSM;Regional;Fort Smith;United States;US;35.333333;-94.366667;67;4111410;6252001;35.333333, -94.366667
VGT;North Air Terminal;Las Vegas;United States;US;36.216667;-115.2;67;5506956;6252001;36.216667, -115.2
AFW;Fort Worth Alliance;Fort Worth, TX;United States;US;32.987778;-97.318889;67;4691930;6252001;32.987778, -97.318889
AVO;Municipal;Avon Park;United States;US;27.6;-81.516667;67;4146440;6252001;27.6, -81.516667
OCE;Municipal;Ocean City;United States;US;38.316667;-75.116667;67;4503351;6252001;38.316667, -75.116667
TDW;Tradewind;Amarillo;United States;US;35.166667;-101.833333;67;5516233;6252001;35.166667, -101.833333
CYE;Crystal Lake;Crystal Lake;United States;US;41.210278;-75.832222;67;4889229;6252001;41.210278, -75.832222
VLA;Vandalia;Vandalia;United States;US;38.95;-89.083333;67;4527124;6252001;38.95, -89.083333
ECA;Emmet County Airport;East Tawas;United States;US;44.266667;-83.483333;67;4991692;6252001;44.266667, -83.483333
TNT;Dade Collier;Miami;United States;US;25.861944;-80.896944;67;5304640;6252001;25.861944, -80.896944
TBC;Tuba City;Tuba City;United States;US;13.466667;-14.2;67;5318279;6252001;13.466667, -14.2
HNC;Hatteras;Hatteras;United States;US;35.216667;-75.686111;67;\N;6252001;35.216667, -75.686111
SOL;Solomon;Solomon;United States;US;64.583333;-164.3;67;4279540;6252001;64.583333, -164.3
SMF;Sacramento International;Sacramento, CA;United States;US;38.7;-121.616667;67;5389489;6252001;38.7, -121.616667
DLG;Municipal;Dillingham;United States;US;59.066667;-158.466667;67;5860695;6252001;59.066667, -158.466667
DLH;Duluth International;Duluth;United States;US;46.833333;-92.183333;67;5024719;6252001;46.833333, -92.183333
HHI;Wheeler AFB;Wahiawa;United States;US;13.966667;-4.433333;67;5853992;6252001;13.966667, -4.433333
JEF;Memorial;Jefferson City, MO;United States;US;38.591111;-92.039444;67;4632959;6252001;38.591111, -92.039444
TSP;Kern County;Tehachapi, CA;United States;US;35.135;-118.439167;67;5401297;6252001;35.135, -118.439167
OLD;Old Town;Old Town;United States;US;44.95;-68.666667;67;4974231;6252001;44.95, -68.666667
VIK;Airstrip;Kavik;United States;US;39.733333;36.4;67;\N;6252001;39.733333, 36.4
SFB;Orlando Sanford Intl;Sanford;United States;US;28.783333;-81.25;67;4977762;6252001;28.783333, -81.25
PCE;Painter Creek;Painter Creek;United States;US;47.8;10.216667;67;\N;6252001;47.8, 10.216667
ABI;Municipal;Abilene;United States;US;32.416667;-99.683333;67;4669635;6252001;32.416667, -99.683333
WLR;Loring;Loring;United States;US;55.6;-131.566667;67;\N;6252001;55.6, -131.566667
RIL;Garfield County;Rifle;United States;US;39.516667;-107.716667;67;5436363;6252001;39.516667, -107.716667
HPB;Hooper Bay;Hooper Bay;United States;US;61.5;-166.083333;67;5864197;6252001;61.5, -166.083333
RNH;Municipal;New Richmond;United States;US;45.116667;-92.533333;67;5264475;6252001;45.116667, -92.533333
KKI;Spb;Akiachak;United States;US;60.916667;-161.433333;67;\N;6252001;60.916667, -161.433333
DOF;Dora Bay;Dora Bay;United States;US;55.2125;-132.266667;67;\N;6252001;55.2125, -132.266667
GYR;Litchfield;Goodyear;United States;US;33.433333;-112.35;67;5296266;6252001;33.433333, -112.35
JAE;Technology Park;Atlanta;United States;US;9.716667;-82.983333;67;4883772;6252001;9.716667, -82.983333
KOT;Kotlik;Kotlik;United States;US;63.033333;-163.533333;67;\N;6252001;63.033333, -163.533333
HGR;Wash. County Regional;Hagerstown;United States;US;39.7;-77.716667;67;4357141;6252001;39.7, -77.716667
HAF;Half Moon;Half Moon;United States;US;37.483333;-122.466667;67;4469607;6252001;37.483333, -122.466667
WFB;Waterfront SPB;Ketchikan;United States;US;55.366667;-131.65;67;5554428;6252001;55.366667, -131.65
CNY;Canyonlands Field;Moab;United States;US;38.766667;-109.75;67;5543307;6252001;38.766667, -109.75
NXX;Willow Grove NAS;Willow Grove;United States;US;-38.083333;146.2;67;5219619;6252001;-38.083333, 146.2
TOI;Municipal;Troy;United States;US;54.912778;70.348056;67;5216183;6252001;54.912778, 70.348056
OME;Nome;Nome;United States;US;64.516667;-165.433333;67;5870133;6252001;64.516667, -165.433333
TWF;Joslin Field - Magic Valley Regional;Twin Falls, ID;United States;US;42.481667;-114.487778;67;5610810;6252001;42.481667, -114.487778
LIH;Lihue;Kauai Island;United States;US;21.983333;-159.35;67;\N;6252001;21.983333, -159.35
GRN;Gordon;Gordon;United States;US;42.8;-102.2;67;5695713;6252001;42.8, -102.2
IWD;Gogebic County;Ironwood;United States;US;46.533333;-90.133333;67;4997249;6252001;46.533333, -90.133333
AOO;Martinsburg;Martinsburg;United States;US;40.3;-78.316667;67;5200055;6252001;40.3, -78.316667
NLE;Jerry Tyler Memorial;Niles;United States;US;41.85;-86.216667;67;5164582;6252001;41.85, -86.216667
NIB;Nikolai;Nikolai;United States;US;63.016667;-154.383333;67;\N;6252001;63.016667, -154.383333
CAR;Municipal;Caribou;United States;US;46.866667;-68.016667;67;4960140;6252001;46.866667, -68.016667
RWI;Rocky Mount-wilson;Rocky Mount,;United States;US;35.856389;-77.891944;67;4782691;6252001;35.856389, -77.891944
FBL;Municipal;Faribault;United States;US;44.333333;-93.316667;67;5026291;6252001;44.333333, -93.316667
PHF;Newport News/williamsb;Newport News;United States;US;37.133333;-76.5;67;4776024;6252001;37.133333, -76.5
CFA;Coffee Point;Coffee Point;United States;US;58.230556;-157.5;67;\N;6252001;58.230556, -157.5
MPR;Mcpherson;Mcpherson;United States;US;38.35;-97.683333;67;4275261;6252001;38.35, -97.683333
MUI;Muir AAF;Fort Indiantown;United States;US;19.833333;-72.5;67;\N;6252001;19.833333, -72.5
WTC;World Trade Center;New York;United States;US;40.666667;-74.016667;67;5128581;6252001;40.666667, -74.016667
MCE;Merced Municipal Arpt;Merced;United States;US;37.283333;-120.516667;67;5372253;6252001;37.283333, -120.516667
KPB;Point Baker SPB;Point Baker;United States;US;56.366667;-133.616667;67;\N;6252001;56.366667, -133.616667
PWD;Sherwood;Plentywood;United States;US;48.766667;-104.55;67;5671807;6252001;48.766667, -104.55
BJJ;Wayne County;Wooster;United States;US;40.8;-81.933333;67;5177358;6252001;40.8, -81.933333
KYL;Port Largo;Key Largo;United States;US;25.083333;-80.4;67;4160795;6252001;25.083333, -80.4
ACV;Arcata;Arcata;United States;US;40.983333;-124.1;67;5558953;6252001;40.983333, -124.1
XPU;West Kuparuk;West Kuparuk;United States;US;70.333333;-149.333333;67;\N;6252001;70.333333, -149.333333
ASE;Aspen;Aspen;United States;US;39.223056;-106.868889;67;5412230;6252001;39.223056, -106.868889
TBN;Forney AAF;Fort Leonard Wood;United States;US;37.733333;-92.15;67;\N;6252001;37.733333, -92.15
JSL;Steel Pier Hlpt;Atlantic City;United States;US;39.360556;-74.420833;67;4500546;6252001;39.360556, -74.420833
PSG;Petersburg James A Johnson;Petersburg, AK;United States;US;56.8;-132.983333;67;5556338;6252001;56.8, -132.983333
CRS;Corsicana;Corsicana;United States;US;32.1;-96.466667;67;4683462;6252001;32.1, -96.466667
CRP;Corpus Christi International Airport;Corpus Christi, TX;United States;US;27.770278;-97.501111;67;4683416;6252001;27.770278, -97.501111
CCA;Chaffee AFB;Fort Chaffee;United States;US;19.833333;-72.5;67;\N;6252001;19.833333, -72.5
DEH;Municipal;Decorah;United States;US;43.316667;-91.833333;67;4853608;6252001;43.316667, -91.833333
PTH;Port Heiden;Port Heiden;United States;US;56.966667;-158.633333;67;\N;6252001;56.966667, -158.633333
GST;Gustavus Arpt;Gustavus;United States;US;58.416667;-135.7;67;\N;6252001;58.416667, -135.7
JHM;Kapalua West Maui;Lahaina;United States;US;20.963056;-156.673056;67;5849996;6252001;20.963056, -156.673056
OTM;Industrial;Ottumwa;United States;US;41.1;-92.45;67;4870380;6252001;41.1, -92.45
FSI;Henry Post AAF;Fort Sill;United States;US;19.833333;-72.5;67;\N;6252001;19.833333, -72.5
FNK;Fin Creek;Fin Creek;United States;US;69.5;-147.583333;67;\N;6252001;69.5, -147.583333
CFT;Morenci;Clifton;United States;US;32.95;-109.2;67;5417258;6252001;32.95, -109.2
LOL;Derby Field;Lovelock;United States;US;40.058333;-118.566667;67;5705957;6252001;40.058333, -118.566667
PVW;Hale County;Plainview;United States;US;34.166667;-101.716667;67;5528450;6252001;34.166667, -101.716667
FCY;Municipal;Forrest City;United States;US;34.95;-90.766667;67;4111382;6252001;34.95, -90.766667
VCT;County-Foster;Victoria;United States;US;28.85;-96.916667;67;5051387;6252001;28.85, -96.916667
HNH;Hoonah;Hoonah;United States;US;58.1;-135.433333;67;\N;6252001;58.1, -135.433333
GAK;Gakona;Gakona;United States;US;62.3;-145.3;67;\N;6252001;62.3, -145.3
FNL;Municipal Airport;Fort Collins/Loveland;United States;US;40.583333;-105.083333;67;5577147;6252001;40.583333, -105.083333
CWA;Central Wisconsin;Wausau;United States;US;44.769444;-89.683056;67;5278120;6252001;44.769444, -89.683056
BFF;Scotts Bluff County;Scottsbluff;United States;US;41.866667;-103.6;67;5699404;6252001;41.866667, -103.6
PAH;Barkley Regional;Paducah, KY;United States;US;37.060278;-88.773056;67;5527891;6252001;37.060278, -88.773056
GLV;Golovin;Golovin;United States;US;64.55;-163.016667;67;\N;6252001;64.55, -163.016667
KIC;Mesa Del Rey;King City;United States;US;36.233333;-121.116667;67;5735043;6252001;36.233333, -121.116667
THA;Tullahoma/William Northern Field;Tullahoma, TN;United States;US;35.38;-86.246389;67;4663494;6252001;35.38, -86.246389
KWK;Kwigillingok;Kwigillingok;United States;US;59.816667;-163.15;67;\N;6252001;59.816667, -163.15
BMI;Central Illinois Regional Airport at Bloomington-Normal;Bloomington/Normal, IL;United States;US;40.477222;-88.915833;67;5329408;6252001;40.477222, -88.915833
ROC;Greater Rochester International;Rochester, NY;United States;US;43.118889;-77.6725;67;5808524;6252001;43.118889, -77.6725
GAL;Galena;Galena;United States;US;64.716667;-156.933333;67;4893384;6252001;64.716667, -156.933333
FLG;Pulliam Field;Grand Canyon;United States;US;35.133333;-111.683333;67;\N;6252001;35.133333, -111.683333
NQA;Millington Regional Jetport;Millington, TN;United States;US;35.356667;-89.870278;67;5002100;6252001;35.356667, -89.870278
ICL;Municipal;Clarinda;United States;US;40.733333;-95.033333;67;4851762;6252001;40.733333, -95.033333
MGC;Michigan City Arpt;Michigan City;United States;US;41.7;-86.816667;67;4923531;6252001;41.7, -86.816667
EAR;Kearney;Kearney;United States;US;40.733333;-99.016667;67;5071348;6252001;40.733333, -99.016667
OSU;Ohio State University;Columbus;United States;US;40.066667;-83.066667;67;5645893;6252001;40.066667, -83.066667
DRG;Deering;Deering;United States;US;66.083333;-162.766667;67;5085351;6252001;66.083333, -162.766667
HLI;Hollister;Hollister;United States;US;36.85;-121.4;67;5357499;6252001;36.85, -121.4
TIW;Industrial;Tacoma;United States;US;-16.3;-67.45;67;5812944;6252001;-16.3, -67.45
DLL;Dillon;Dillon;United States;US;34.416667;-79.366667;67;5648657;6252001;34.416667, -79.366667
MAW;Malden;Malden;United States;US;36.6;-89.983333;67;4942939;6252001;36.6, -89.983333
WBQ;Beaver;Beaver;United States;US;66.35;-147.4;67;5534882;6252001;66.35, -147.4
MTH;Marathon Flight Strip;Marathon;United States;US;24.716667;-81.05;67;5261788;6252001;24.716667, -81.05
PHK;Palm Beach Co Glades;Pahokee;United States;US;26.816667;-80.65;67;4167473;6252001;26.816667, -80.65
COA;Columbia;Columbia;United States;US;38.033333;-120.416667;67;5338800;6252001;38.033333, -120.416667
GTR;Golden Triangle Reg.;Columbus;United States;US;33.466667;-88.383333;67;5645893;6252001;33.466667, -88.383333
UDD;Bermuda Dunes;Palm Springs;United States;US;33.733333;-116.266667;67;5380668;6252001;33.733333, -116.266667
GHM;Municipal;Centerville;United States;US;35.783333;-87.466667;67;5772654;6252001;35.783333, -87.466667
HKB;Healy Lake;Healy Lake;United States;US;63.866667;-148.966667;67;\N;6252001;63.866667, -148.966667
HVR;City County;Havre;United States;US;48.55;-109.766667;67;5656497;6252001;48.55, -109.766667
JGC;Heliport;Grand Canyon;United States;US;35.975;-112.140278;67;\N;6252001;35.975, -112.140278
MUE;Kamuela;Kamuela;United States;US;20.0;-155.683333;67;\N;6252001;20.0, -155.683333
MXA;Municipal;Manila;United States;US;4.766667;-74.433333;67;4120426;6252001;4.766667, -74.433333
COD;Yellowstone Regional;Cody/Yellowstone;United States;US;44.516667;-109.033333;67;5821593;6252001;44.516667, -109.033333
PTA;Port Alsworth;Port Alsworth;United States;US;60.2;-154.333333;67;\N;6252001;60.2, -154.333333
PTN;Williams Memorial;Patterson;United States;US;29.75;-91.308333;67;5381515;6252001;29.75, -91.308333
BTF;Salt Lake Skypark;Bountiful;United States;US;40.883333;-111.883333;67;5771826;6252001;40.883333, -111.883333
SPS;Sheppard AFB;Wichita Falls;United States;US;33.983333;-98.516667;67;4741752;6252001;33.983333, -98.516667
SLK;Adirondack;Saranac Lake;United States;US;44.4;-74.2;67;5136322;6252001;44.4, -74.2
ZWI;Wilmington Rail;Wilmington;United States;US;-32.65;138.1;67;4955840;6252001;-32.65, 138.1
EST;Municipal;Estherville;United States;US;43.4;-94.833333;67;4855709;6252001;43.4, -94.833333
BGS;Webb AFB;Big Spring;United States;US;-18.516666999999998;124.266667;67;5517061;6252001;-18.516666999999998, 124.266667
ABR;Municipal;Aberdeen;United States;US;45.45;-98.433333;67;5785243;6252001;45.45, -98.433333
NKX;Miramar MCAS;San Diego;United States;US;32.868333;-117.1425;67;5391811;6252001;32.868333, -117.1425
WPO;North Fork Valley;Paonia;United States;US;38.866667;-107.6;67;5550409;6252001;38.866667, -107.6
MKO;Davis Field;Muskogee;United States;US;35.666667;-95.366667;67;4543338;6252001;35.666667, -95.366667
MGE;Dobbins Afb;Marietta;United States;US;33.912222;-84.515278;67;5802418;6252001;33.912222, -84.515278
XZU;Off line Point;Rail;United States;US;37.716667;28.966667;67;\N;6252001;37.716667, 28.966667
ESO;Espanola;Espanola;United States;US;36.1;-106.033333;67;5467024;6252001;36.1, -106.033333
PLN;Emmet County;Pellston;United States;US;45.566667;-84.8;67;\N;6252001;45.566667, -84.8
ARA;Acadiana Regional;New Iberia;United States;US;80.133333;32.583333;67;4334971;6252001;80.133333, 32.583333
JDT;Downtown Heliport;Minneapolis;United States;US;8.316667;40.033333;67;5037649;6252001;8.316667, 40.033333
TVC;Cherry Capital Airport;Traverse City;United States;US;44.741389;-85.582222;67;5012495;6252001;44.741389, -85.582222
LOR;Lowe Army Heliport;Ozark;United States;US;53.116667;22.45;67;4402245;6252001;53.116667, 22.45
UOX;University-Oxford;Oxford;United States;US;34.383333;-89.533333;67;5130319;6252001;34.383333, -89.533333
FFA;First Flight;Kill Devil Hills;United States;US;36.016667;-75.666667;67;4474274;6252001;36.016667, -75.666667
HPT;Municipal;Hampton;United States;US;42.75;-93.2;67;5098787;6252001;42.75, -93.2
GAM;Gambell;Gambell;United States;US;63.766667;-171.75;67;\N;6252001;63.766667, -171.75
LBL;Municipal;Liberal;United States;US;37.05;-100.966667;67;5445820;6252001;37.05, -100.966667
WSF;Sarichef;Sarichef;United States;US;31.1;-1.383333;67;\N;6252001;31.1, -1.383333
TPO;Tanalian Point;Tanalian Point;United States;US;3.711944;-75.469444;67;\N;6252001;3.711944, -75.469444
MOD;Municipal;Modesto, CA;United States;US;37.625833;-120.954444;67;5373900;6252001;37.625833, -120.954444
RHV;Reid-hillview;San Jose;United States;US;22.916667;-80.883333;67;5392171;6252001;22.916667, -80.883333
BFI;Boeing Field/King County International Airport;Seattle;United States;US;47.53;-122.301944;67;5809844;6252001;47.53, -122.301944
FLT;Flat;Flat;United States;US;62.45;-158.0;67;\N;6252001;62.45, -158.0
ACY;Atlantic City Intl;Atlantic City;United States;US;39.466667;-74.583333;67;4500546;6252001;39.466667, -74.583333
FNR;SPB;Funter Bay;United States;US;58.233333;-134.916667;67;\N;6252001;58.233333, -134.916667
IAD;Washington Dulles International;Washington, DC;United States;US;38.944444;-77.455833;67;5549222;6252001;38.944444, -77.455833
KNB;Kanab;Kanab;United States;US;37.25;-112.833333;67;5541458;6252001;37.25, -112.833333
JDM;Downtown Heliport;Miami;United States;US;10.016667;-73.65;67;5304640;6252001;10.016667, -73.65
HLB;Hillenbrand;Batesville;United States;US;39.3;-85.216667;67;4672600;6252001;39.3, -85.216667
BFT;County;Beaufort;United States;US;32.416667;-80.633333;67;4570284;6252001;32.416667, -80.633333
OBU;Kobuk/Wien;Kobuk;United States;US;66.933333;-156.866667;67;\N;6252001;66.933333, -156.866667
ABL;Ambler;Ambler;United States;US;67.1;-157.816667;67;5178225;6252001;67.1, -157.816667
BTR;Ryan;Baton Rouge;United States;US;30.533333;-91.15;67;4315588;6252001;30.533333, -91.15
BIS;Bismarck;Bismarck;United States;US;46.783333;-100.75;67;5688025;6252001;46.783333, -100.75
DEN;Denver International;Denver;United States;US;39.861667;-104.673056;67;5419384;6252001;39.861667, -104.673056
FRH;Municipal;French Lick;United States;US;38.55;-86.616667;67;4257770;6252001;38.55, -86.616667
SAA;Shively Field;Saratoga;United States;US;41.45;-106.8;67;5837593;6252001;41.45, -106.8
CEU;Oconee County;Clemson;United States;US;34.666667;-82.883333;67;4574989;6252001;34.666667, -82.883333
PSP;Municipal;Palm Springs;United States;US;33.833333;-116.5;67;5380668;6252001;33.833333, -116.5
CSM;Sherman;Clinton;United States;US;35.516667;-98.983333;67;5773001;6252001;35.516667, -98.983333
NEL;Naec;Lakehurst;United States;US;36.833333;49.4;67;5100269;6252001;36.833333, 49.4
FXM;Flaxman Island;Flaxman Island;United States;US;70.216667;-146.0;67;\N;6252001;70.216667, -146.0
AGS;Bush Field;Augusta;United States;US;33.366667;-81.966667;67;5244365;6252001;33.366667, -81.966667
LUR;Cape Lisburne;Cape Lisburne;United States;US;68.866667;-166.1;67;\N;6252001;68.866667, -166.1
MTN;Glenn L Martin;Baltimore;United States;US;39.183333;-76.683333;67;4505716;6252001;39.183333, -76.683333
CKM;Fletcher Field;Clarksdale, MS;United States;US;34.299722;-90.512222;67;4421935;6252001;34.299722, -90.512222
CPS;St. Louis Downtown Airport;St Louis, Il;United States;US;38.570833;-90.156111;67;\N;6252001;38.570833, -90.156111
COM;Coleman;Coleman;United States;US;31.833333;-99.433333;67;4989304;6252001;31.833333, -99.433333
CKU;City;Cordova;United States;US;9.633333;-74.783333;67;5859888;6252001;9.633333, -74.783333
LAF;Purdue University;Lafayette;United States;US;40.416667;-86.933333;67;5735609;6252001;40.416667, -86.933333
FMY;Page Field;Fort Myers;United States;US;26.583333;-81.866667;67;4155995;6252001;26.583333, -81.866667
SWD;Seward;Seward;United States;US;60.133333;-149.416667;67;5873776;6252001;60.133333, -149.416667
LAR;General Brees Field;Laramie;United States;US;41.316667;-105.666667;67;5830062;6252001;41.316667, -105.666667
QNY;Marine Air Terminal;New York;United States;US;5.5;-70.483333;67;5128581;6252001;5.5, -70.483333
POU;Dutchess County;Poughkeepsie;United States;US;41.633333;-73.883333;67;5132143;6252001;41.633333, -73.883333
ARB;Municipal;Ann Arbor, MI;United States;US;42.223056;-83.745556;67;4984247;6252001;42.223056, -83.745556
BKL;Burke Lakefront;Cleveland;United States;US;41.511111;-81.688889;67;5248933;6252001;41.511111, -81.688889
SLG;Smith Field;Siloam Springs;United States;US;36.183333;-94.533333;67;4131116;6252001;36.183333, -94.533333
WHT;Wharton;Wharton;United States;US;29.316667;-96.1;67;5106361;6252001;29.316667, -96.1
EHT;Rentschler;East Hartford;United States;US;41.766667;-72.65;67;4833403;6252001;41.766667, -72.65
GRR;Kent County Intl;Grand Rapids;United States;US;42.883333;-85.533333;67;5028537;6252001;42.883333, -85.533333
VJI;Virginia Highlands;Abingdon;United States;US;-0.616667;-90.883333;67;4882839;6252001;-0.616667, -90.883333
